text
"Dear Mr. President Trump, we all wish you & the First Lady much rest at this time to recover.  
With Vice President Mike Pence, our country continues to be in good hands right now so please rest.  
We need you all more in the coming weeks than ever!  
Our heartfelt prayers are lifting you all up for a great healing so you can bring it home, win in November & heal our country!   God Bless you, with love from the bright red state of Missouri!"
"I understand it's not your natural state, Mr President, but please, please try to get some rest while you're in quarantine. We need to see you roaring back to the fray in 10-14 days. God Bless."
"We love you, the whole world loves what you are doing to change the world for Good. Everything is on the line and we are praying for you...and have your back, sir! Get well and kick this 'virus' to hell!"
"hop you will get better  🔜
🇨🇳 must pay all that disasters
Cheers from Africa
MAGA2020 ✌️"
Hope you and Mrs. Trump get well very fast... sending blessings and prayers...
"God Bless you and your family, Mr. President!"
"I & my family love & appreciate you, President Trump! You & your family are in our thoughts & prayers! 
     The Lord Jesus is going to get you & your family through this ""Coronavirus"" diagnosis! 
      Please do not accept any visits from the leftists of Capitol Hill, or from RINOs while hospitalized, please. 
      Be blessed!"
I hope your ok man I think you’ll be fine
Prayer for you and yours!
Hope you have a speedy recovery Mr Trump and Mrs Trump xxoo
"please get well and keep on attacking god damn china. I'm from Korea, and our country's fate relies on you and America."
My fob bless you and the First Lady ... keep you in our prayers...
GOD BLESS AND BE WITH THE PRESIDENT DONALD J TRUMP AND Flotus Melania.. 🙏❤️
Praying for total restoration of your health.
"Get well soon!  Praying for you, your family and your administration!!  God is on our side!!  Trump 2016 & 2020!!"
Both sides should be peacefully no matter what no violence no racism everyone be good to each other we’re all humans and never wish death upon no one I hope trump gets closer to god and soften his heart
"God bless you President Trump, and First Lady Melania Trump. Prayers are being sent to from all over the world. Get well, very soon. We love you both. Best wishes to all your family, friends, and company."
Quick recovery Mr Presedent... from Australia
DON’T FORGET ABOUT THE 207 000 AMERICAN DEATHS NEITHER.
You are nothing but the equivalent to a high school bully with a huge ego disorder. And If you are getting ellected again then I guess the people in the US wants to be represented like that.
"Stay calm people... America is beginning to shed our virus 
schadenfreude"
We all love you Trump Feel better
"We love you, Mr. President. 
We are praying for you and the First Lady. 
Stay strong and healthy, and we will see you very soon."
Thank you MR President.  God bless you sir.    🙏❤️from Canada
"Get well take good care President Trump and Mrs. Trump, Love you both🙏❤"
Yes use this time to rest
Total Win!
Get well soon! 👍
trump bad
"We LOVE YOU, Mr President Trump ❤️❤️❤️ . You are resilience and you will overcome this hurdle.
Thank you, Sir for all you do for us. May God continues to bless you and the First Lady. Speedy recovery 🙏"
We Love you Mr. President ❤️
Get well soon Mr President. God bless you and the freedom you represent for this world . Let’s get rid of the Dems do nothing congress.
Sending you and our First Lady healing energy and love!!!
Hope Trump and First Lady gets better. Trump 2020
My family is praying for yours! Hope you get back to your usual terrific self soon! (:
Be safe and get well-- from the UK
U.S.A. thanks you from the UK
"Covid infected means nothing. The  covid test kit hasn't been certified by any laboratory in the world. It  detects some kind of viral presence of large spectrum, not necessarely covid 19.
""covid  infected person"" is the equivalent to say ""perfectly healthy person"" . 
Some rest for Mr. President, he needs iit, and then he will be back."
"Dear Mr President, you have been fighting and winning against a major disease call the democrap plague. I'm sure you and the First Lady will no problem dealing with  covid-19,  cup of tea with lemon should help. Best wishes in a speedy recovery for you both. You are the type of man that all men should try to become. God Bless."
Long live Donald Trump...literally
Always in prayers President Trump and First Lady.
#TRUMP2020 FROM BRAZIL <3
You Good Bro. Blessings to you and Yours Mr.President
JUST IMAGINE HE DEAFETS CORONA AND BIDEN😅❓🇺🇸
Were praying for you and your families quick recovery!
Prayers for u and family
God has raised you up for this exact moment in history President Trump so you can get this country back on track to being a Godly nation. By the stipes of Jesus and his precious you and your wife are healed....Amen
We love you and praying for you Mr President. It shall be well in Jesus name. God is in control!
We love you President TRUMP GOD BLESS.
"Mr. President and First Lady
My family and I are praying for you both to have a speedy recovery. In our thoughts and prayers. God bless you and the United States of America 🇺🇸🙏🏼💚"
"praying for you trump

the haters are sad sad little men"
Uncle Joe is as healthy as ever
Good luck. MAGA
We don't need luck just prayer Please pray
Great way to prove this disease is a hoax.
He doesn't look sick so why the scare?
"!I'm sorry for your loss,  amen!!!! !Let the poor fellow rest in peace."
We love you  President Trump! I  know. Our Almighty God  Will  make you very well again and He will Keep you Safe and  Healthy always  and also your entire family !  Godbless Pres.  Trump and Godbless America .
Praying for you Mr. PRESIDENT...THANK YOU FOR BEING YOU...BEST PRESIDENT WE HAVE EVER NEEDED SIR....
LET S PRAY FOR HIS EXCELLENCY THE PRESIDENT MR DONALD J TRUMP for his fast recovery n his definite re-election
love you!
LOVETRUMP452020MAGAFOREVER..me and my whole family are praying for you and your family..love you please get well
Praying the angels protect you Mr President. I know you’re in great spirits. WWG1WGA
"#Trump we need you. You can beat this thing!!! And win the election.
🇺🇸🇺🇸🇺🇸🙏🙏🙏💪💪💪❤️🌹💯"
"God Bless you Both, and Thank you for all you have done for our great country. Mr 💪 President you work so hard for us and we are so grateful to have you as our fearless and brave leader. With my utmost respect and appreciation. Because of you I have hope again for the first time in a VERY LONG TIME. I WISH YOU BOTH A SPEEDY RECOVERY my prayers are with you both. We got your back Sir, it’s ok to rest up So you can take us into another 4 year Success Winning Parade of Pride. We love you Both! 🤗👍☝️👌🦅🇺🇸👏👏👏👏👏👏"
☆☆☆4 more years☆☆☆..!!!
WE LOVE YOU PRESIDENT TRUMP!  God is with you and Melania ❤️🙏🏻❤️
"Trump has been out campaigning during a pandemic, he is a true warrior."
Get well Mr President may God protect you we pray for your recovery and we need you as President for 2020. God bless you.
Bless your heart
👍☀🍀🌻
If you guys haven’t heard the news I’ll spoil it RIP Trump
raul rodriguez nahh fox and friends
Did you hear that on CNN?? 🤣😂
Remember people the enemies hated Jesus first before they hated all of us we are hated by our enemies but there comes of time they will have too exolain
Praying for you both to get through this safely.
GWS mr Trump
"Our prayers are with you, we will pick up the torch and help campaign for you!! Thank you for your hard work...💕"
"We are the only reason he gets up everyday. So yes, let's help pick up the torch."
🙏❤️🙏
You’ve supported America for far more than 4 years.
"#TRUMP2020 
🎉🎉🎉🎉🎉🎉"
Man god bless your heart bro
"I'm sure you'll be fine, but I'm still praying for your health and safety, as well as Melania's."
Get well! We care.
"Praying for your quick recovery, Mr. President and First Lady."
"Sure I dislike Donald Trump, but he is vulnerable to the virus and needs prayers, just because you don’t like him doesn’t mean you can wish a deadly virus upon him"
"President Trump, we love you and hope that you don't get sick from the China virus. Lots of Love from Florida. ❤❤❤🇺🇸🇺🇸🇺🇸Trump 2020 YEEEAAA🇺🇸🇺🇸🇺🇸"
"Get well soon, POTUS! And you will! YOU GOT THIS! 👍🏻🇺🇸🇺🇸🇺🇸 READY THE HCQ!"
We pray for a speedy recovery for your family and you sir.
Trump won’t let us down we need him and he needs us  🙏🏽
God Bless and well wishes for you and the first Lady.. MUCH respect from Canada!
Love and prayers to you and your whole family for a quick recovery.... just like our economy!
Pray for you Mr President! Have a speedy recovery!
I hope he and the lady feel much improved soon
"After you drain the swamp, manage the media morons."
I love you Donald trump
"As an Independent, you'll get Better soon President Trump"
"If this video is anything to go off of, he looks like he's doing well. Hope this trend continues! Trump 2020!"
"We the people of this great country love you and our beautiful First Lady Melania. Our prayers are with your entire family. Father in Jesus Name we ask you to take our First Family under the Shadow of Your wings. Grant them strength for a fast recovery and wisdom in their decisions. Let Your peace wash over them. We ask Your Sovereign hand to touch our nation and bring unity where there is division. Restore the Godly foundation that our forefathers built for our nation. They envisioned one country from many people of diverse cultures serving You. As there are many who wish our President evil and who slander him, we say Father forgive them, they know not what they do. May the First Family feel Your loving Hand upon them in this hour. Amen. 🛐"
"What you mean you'll never forget it 
Your coming back man HAVE SOME FAITH GOD BLESS YOU AND YOUR FAMILY WE WILL ALL BE RIGHT HERE WAITING ON YOUR SAFE RETURN HOME MR PRESIDENT! 🙏🇺🇸🇺🇸🇱🇷"
Just so happy to hear your voice!
"Here’s to a quick and speedy recovery, you have a lot of work to accomplish still."
He works all the time... dont worry!
RED OCTOBER
Praying that Both You get healed very soon and God Keep You and Your Family safe and protected from harm.
HEY TRUMP HIDROXICLOROQUINE¡¡¡¡¡¡¡¡¡¡  REMENBER¡¡
President TRUMP WE LOVE YOU SO MUCH HOPE YOU FEEL BETTER
bye bye
"I supported you from day one and you have my back, always. Get Well!"
🤚🏾 Felecia 😜
God bless u boss man. Get well soon
Please don't let anyone you don't know treat you. Stay safe and hopefully you'll have a quick recovery!🇺🇸🙏
Why is Last Man on Earth coming true
Hope you and 1st lady feel better...
We all love you president Trump and we're all praying that you become well again. The people celebrating Trumps infection are truly sick minded. The sick minded radical left. Sickening
"I love you, President Trump!  Praying for you and the First Lady!"
Love You Sir I'll Be Praying For You And The Flotus.
Anybody disliking this is mentally disturbed.
"There are plenty of them around, unfortunately"
God bless you and FLOTUS !
"Very good to see you, Mr President ! 
We appreciate you too ! 
Thank you!
Love and All Best Wishes to you and the First Lady 💐"
Love hugs and prayers to you and Melania.
God bless you and the First Lady get well soon we need you more than you know Mr. President.
Get well asap Mr. President.  God bless and keep you safe.
Thank you Mr. President get well soon we need you.
Can't wait for your presidency to end!
"Mr. President, SIR.  My family and our Hispanic American communities in Texas and our nation are praying for your and our wonderful First Lady Melania's speedy recovery.  We LOVE you, support you, and stand FIRMLY by your side no matter what.  We need you, ALWAYS in our prayers.  Tons of Love from Texas."
❤ Love and healing energy being sent your way!🙏🇺🇸
Best wishes for a speedy recovery. America needs you!!
We pray for you and America. You fight the good fight; our God will intervene!
May the Nation HEAL now and come to reckoning!  Come Together Right Now .     Pray and GODSPEED POTUS! and FLOTUS and family!  and baclk off Pelosi!
HEY LITTLE FAUCI WAT HAVE U DONE OOHHHHHH OOHHHHH HEY LITTLE BILLY GATE$KEEPER U SAY THE W.H.O.'Z THE ONLY 1
You must win!
"You sound fantastic. Enjoy those Big Mac's. No soda though... Please. :)
🇺🇸💪"
Praying for your speedy recovery Mr. President! God bless you sir!!! We need you!
Pray for OUR Present. TRUMP 2020.
Donald Trump has done for the human kind more than the entire group of leaders of all nations of the last 100 years.
"I hope you and Melania make a full recovery. This country needs your leadership. Dont worry about the election...rest up, we got this."
Best comment.
"THANKYOU Pres Trump, we never forget you n 1st Lady & family & your Administration Teammates have done so many to Americans,  to the World, God bless you all, God will guard you to the victory, God provide this short period for you to rest well & then FIGHT to WIN ALL, cos you're a true warrior hero! 
We love you, we are grateful to your enormous & brilliant achievements, please take a rest, cos you hv been running your Campaign for more than months without taking rest, it's  incredible but made us worry also, God bless you!  ThankQ?"
游吳做野 please speak proper english when you’re typing a comment to a country’s leader. It’s kind of disrespectful to type slang or improper english to someone like Trump. Let’s hope for the best of him
Speedy recovery and we love you president Donald J Trump you're the best.
"Imagine if something awful suddenly happened, and this little message was the last we ever saw or heard of him. Now realize that a lot of very sick, deranged people would be gloating and celebrating. If that sounds like you, take a good look at your life, and ask yourself if you're actually evil, or just ignorant."
Best wishes from the german patriot underground and Trump 2020!!! 🖤💖💛👍
"Get well soon, Mr. President & First Lady! We love you! <3"
trump is GOD
get well
Get well soon Mr. President and to the First Lady. We need the both of you. TRUMP 2020🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸
God Bless you 🙏 ❤ Mr. President
I hope you and First Lady Melania have a speedy recovery. We love you both and your family. God bless ❤
May god bless you and take care of you! Please fight hard!! You can get through this! Im sure you will get the best support from hospital staff and Doctors!! I love my President Donald J. Trump!!
"Love you and your family Sir, Thank you for the Love ,Care and Sacrifices, you make for our Country. Love and Prays.

🇺🇸 🇺🇸 🇺🇸 TRUMP 2020 🇺🇸 🇺🇸 🇺🇸"
Getting on my knees to pray for you and the first lady right now .Thank you for all of your love for all of the people of this country.
"We love you Mr. President. Praying for a full recovery and for your reelection. And thank you so much for loving America and for fighting for us. 
MAGA Again 2020!!!"
"Prophecy 75
I, YAHUVEH, Will Sanctify And Meet You In Your Sukkot!
[I Command You to Keep and Honor MY Holy Days]
Given to Apostle  Elisheva Eliyahu
August 27, 2004"
God bless our President 🙏
"Get well soon, mr. President. You’re in the prayers of millions of people tonight."
"I hope trustworthy loyal people will take care of you, and that this wasn’t a deliberate caused infection by the coup mongers. Seeing what they’ve been willing to do - by any means necessary - it’s not that far fetched that they go after you with covid and get you to a hospital (like what happened to Seth Rich!) to assassinate you. Please take care!"
God bless you and your family sir!
God bless you.  May you have a speedy recovery.
Best wishes for you Mr. President and First Lady!
Love you mr POTUS.
"You are the president of all Americans,God speed sir!🇺🇸🇺🇲 #nocopsnopeace"
Wishing you and flotus the best.
We love you very much..take care and get well...
Our thoughts and prayers are with you and your family sir.
"May God Bless you,  Mr. President!! I'm praying for a quick recovery for you and Mrs. Trump. Come back strong and send Sleepy Joe back to his basement!! Trump 2020!!!👍🇺🇸🇺🇸"
Woah this is his channel
Keep up the great work and get well soon.  There is still so much to do.
"God Bless you President Trump & FLOTUS Melania Trump, true Americans love and support you 100%!!"
"President Trump, you & your family are in our daily prayers. God bless you for all you do for our nation and the world! Praying for a speedy recovery!! 🙏 🇺🇸"
"Love you, bro! Please recover fast!"
Get well President
I know you don’t want to hear this but get some rest! Get well soon sir. I’ve never seen a president endure so much. You will be fine. We will hold down the fort while you rest. 🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸
He just got the biggest gift 🎁 for his campaign.. Get well! They won’t be able to bash him for the next two weeks
"Lord I pray in the name of Jesus that you put your Holy hand upon President Trump. I declare healing and a hedge of protection over him in the name of Jesus Christ. No weapon formed shall ever prosper. I thank you for your word , the truth . I thank you for your mighty works in Jesus name amen."
"That’s the difference between people with a heart and people without. If Biden got the virus, we’d all wish him a speedy recovery with some teasing shots tossed in, with the left, they’re calling it Karma and “he should die”."
"We love you and wish you well, Mr. President!"
JOE SHOULD B BIDEN HIZ TONGUE
God bless both you and your wife
"Godspeed, President Trump. I pray for you and everyone to get well soon ❤️"
Feel better Mr. President!!
May the Lord keep his hand upon you Mr PRESIDENT & FIRST LADY.. MAGA 2020
"God bless you, your family and your fellow american citizens. Stay STRONG! Our prayers are persistent."
"President Trump, you and the first lady will pull through. I am praying for a speedy recovery. GOD is with you both. Don't worry, you still have your supporters by your side. You are both in my prayers. GODSPEED, President Trump and first lady! Victory is OURS!"
Prayers are with you and your family . Godspeed your speedy recovery .
And that Ladies and Gentlemen is my President 🇺🇸
God bless President Trump. We need you! Best POTUS ever !
I pray you have a speedy recovery Mr President.
"I'm praying for you! I was praying before this COVID thing. 

I exhort therefore, that, first of all, supplications, prayers, intercessions, and giving of thanks, be made for all men;  For kings, and for all that are in authority; that we may lead a quiet and peaceable life in all godliness and honesty.  For this is good and acceptable in the sight of God our Saviour;
1 Timothy 2:1‭-‬3 KJV"
tragic princess He didn't believe in covid now look at him 🤣
Gameover BIATCH HAHAHAHA TRUE
I wish I could pray like that. Thank you!
Amen Amen 🙏🏻
Amen 🙏🏼
In Jesus Name...Amen
A president who didn't believe wouldn't have done all the things he did to fight the spread. But you don't know about all these things because you don't want to know.
Love this guy finally someone that cares and takes action to protect us 🇺🇸trump 2020
He took no action to protect you. That's why we are here today.
I hope you and the First Lady recover quickly!
"He should
Of wore a mask more often."
Wishing you fast recovery
Stay positive & prayerful.
"From Germany: I pray for your Health! You are the first President, who didn't start a war, since Bush. I truly hope for reelection👍!"
"VIVE LE TRUMP,,LOL,,,,HE WILL BE FINE.MR. TRUMP IS CLEVER.TWO STRATEGY MOVES HE PULLED ON BUFOON BIDEN.JUST LISTEN TO DAN BONGINOS SHOW THE DAY AFTER."
"Mr. President, please get well soon. Americans love you! ❤️"
Our prayers are with you and your family
Wishing COVID a speedy recovery......I know what I said....
"Good luck with a fast recovery, gotta kick that low energy loser joe biden's ass. God Bless!"
We love you and need you Mr PRESIDENT stay strong God is with us
TRUMP IS BLOOD TYPE O  APPARENTLY ITS HARDER TO  GET IF YOU ARE O BUT IF YOU DO THE SYMPTOMS ARE MILDER.
Best wishes and prayers
Praying for you every day in my Rosary. I hope you and First Lady Melania get well soon.
"Get Well Soon,  Dummy...."
"He sounds like he has a sore throat. I don't want anyone to suffer, sending my love"
Hope you get better. From braden a 12 year old from alabama
We are praying for you and the First Lady a speedy recovery .
I will keep you in my prayers!
"We Love you Sir...
We pray for you and the First Lady's swift recovery...
May God place his loving and healing arms around you both...
💚🙏💚...
🌿🌿🌿"
Hopefully the both of you make a speedy recover. Best wishes Mr President.
"Get well soon,sir
We are praying for you!"
🙏❤️🇨🇦🇺🇸
⭐️⭐️⭐️⭐️⭐️GOD BLESS PRESIDENT TRUMP ⭐️⭐️⭐️⭐️⭐️🇺🇸🇺🇸🇺🇸💥
"❤️🙏❤️🙏Get Negative to Covid Soon Mr.President and First Lady, but stay Positive, as you always are!! 👍
We all need you to continue with your serious butt-kicking of the deep-state crooks! Even those crooks themselves need you, although they don't know it yet, because if they have their way, burning everything down for their own profit, they and their families will lose out like the rest of us."
Don't let them get to you Trump!!!! Its a trap!!!! Don't go to the hospital!!!!!!!!
"We understand what's going on President!!!! 
 Be safe!!!!!"
#Trump2020 🇺🇸 We have a country to save!
God Bless you all Mr President . Praying the sacred blood over of  our Lord Jesus Christ over all afflicted there .
"Oh boy, this comment section was what I needed. The pure evil emerging on social media is disgusting. I love my President and all of my fellow Americans. Let’s remember to forgive our misguided liberals, they know not what they do. They have been indoctrinated by our schools for decades, treat them with kindness and help them open their eyes."
Rok Thor they are in my prayers as well.
Prayers Up.
We love you Mr. President Sir . Get well God bless you and your family .
"Prayers for your health and First Lady Melania,  dear President Trump.  Please do take a break and rest well. 🙏🙏"
"Stay well, Trump.
Support from Brazil 🇧🇷🤝🇺🇲"
"Get well, we need you to finish what you started and groom 46 for 2024"
God Bless
"Mr. President, God is on your side he will fight off this virus with you!"
Probably not
JustPlayin I don’t believe so
Bik Dali imagine supporting him 🤡🤡🤡🤡
Ngl dis you 🤡🤡🤡
Dont feed the troll above me
"WE LOVE YOU PRESIDENT TRUMP AND WE ARE PRAYING FOR YOU AND THE BEAUTIFUL FIRST LADY. MAY GOD BLESS BOTH OF YOU AND HEAL BOTH OF YOU,, IN JESUS NAME."
God Bless you President!!!
Thank you Donald J Trump
We will be praying for your Mr. President
"hope you and the First Lady get well soon, Mr. President. MAGA all the way!"
Please get well Mr.President !!!! We support you !!!
We are standing strong with you!  We need you fight for USA 🇺🇸 ! Vote for you!  Vote for republican!
Prayers for Our First Lady
Keep your faith. My prayers are you are very well. We need you.
Get well soon big don
"Dear POTUS AND FLOTUS,
I'm sorry to hear about the china virus. I prayed for you today, and so did my mom. She supports you 100%. Thank you for all your hard work these past four years. Please rest well and be safe."
"Rock on,   Sir Trump. Pay no mind to any negativity you may hear-  lot of mindless wind-up toys in this world."
I don't agree with everything Trump says (pls respect my opinions) but I wish for a speedy recovery of the first lady and the president
Thank you for your service sir! We will stand with you through this and we all are praying for a quick and speedy recovery.
"Trump 2020!!
Best president in the history of our country."
your in my prayers!!
Gott schütze dich und deine Familie  mr. President  liebe Grüße aus Hessen
God bless you! I pray for a speedy recovery in Jesus’ name! Please rest and pray! 🙏 Thank you for your service.
nah Jesus will put him in hell where we belongs no wonder he’s so orange
🦅 🇺🇸 ❤️ 4MERICAN  5TRENGTH ❤️ 🇺🇸 🦅
"Best wishes to you & the First Lady . Please get well very soon. Sir this country is under attack & needs you back 100 percent & strong for the fight ahead of us ...

Thank you for all you do & have done for us . 

Bob O..😉"
"England's routing for you and Melania.👠👔👠
We all need you well💕
Respect admiration and awe, for all you have done and continue to do, for America, England and the rest of the globe. Get well soon💚💜💚"
RIP BOZO
Stay strong big boy
Crush this bug then onto sleepy joe FTW
Get better fast we need you
"God has you as the president for a purpose. He will not let you, our beautiful nation, or the world down
God bless and get well soon"
Just remember he can't do anything for 14 days and then after that he's got to take her thing called a physical test on the 15th day and they're saying people that tested positive on and covid-19. Don't want to do anything or just stay in the house so let's see how well he is when he getting ready to do the debates me and my friends think that Mike Pence and Kamala Harris did you do that town hall debate and then Donald Trump and Joe Budden She did the last debate😷😎👽🇺🇸🇺🇸
Get well fearless leader of the USA! Praying for your COVID retest to turn NEGATIVE fast.
TRUUUUUMP CHAMPION HERO!
I hate this man and I'd never vote for him because he's a clown but he's still a human being. Get well soon man.
King
Love from Canada. hope foe a wourp speed recovery
God bless you Mr. President 🙏🏻 and First Lady too. All is gonna be fine 👍🏻
Prayers 🙏🇺🇸❤️
We love you!
Thank you Mr President. I look forward to four more years.
Get well soon. The country needs you both.
"I hope  the covid 19  will  make him learn his lesson that he cannot fuck up in the pandemic as a world leader, serve him right tho no offence"
"You will be fine my dude it has killed like 15K out of 7 million people, I know it says 150,000 but those were people who died while having the virus they didn’t actually die from it."
"We love you two. 
🇺🇸♥️🇺🇸"
"You beat this corna virus and show the world how a 74 year old man beat it and won.
So we can end this shut down.
God bless president Trump and Melania."
Best President ever!!  Get well and God Bless You and your family!!! 🙏
Get well ; and stay safe ⭐️
"Everything will be alright. Nothing to worry Mr President, you are for sure one of the most positive thinking person we all know. 
Thank you for your energy and enthusiasm."
God bless our president and our amazingly gracious first lady. please grant them speedy recovery and FOUR MORE YEARS in office.
God be with you
"God bless both of you, President Trump and First Lady! You will recover fast. Country is praying for you."
"Look, as much as I dislike our president, I wouldn't want anyone to get this deadly virus. His brother already passed this year so it's been a tough time for me for what I can imagine. I wish The First Lady and The President a speedy recovery 🙏 🙂"
"I WANT ABRAHAM LINCOLN BACK‼️one time I saw him 








I'm just playin😌"
Stay safe mister president!
"hang in there,god bless you and the first lady"
❤💕❤💕❤💕👍👍🙏🙏🙏🙏👍👍🙏🙏🙏🙏🙏🇱🇷🇱🇷🇱🇷🇱🇷🇱🇷🇱🇷🇱🇷🇱🇷💒💕💕💕
"Mr. President we are truly praying for you and Our First Lady Melania, your children, grandchildren & family and all those working so hard for a better U.S.A.  
I'm so sorry for the way you and your family have been treated. 
I just thought that needed to be said. 
May our Heavenly Father, lift up Holy  Waring Angels to encamp around you, your family and those who serve with you! 
Thank You Mr. President, 
God Bless and keep each one of you
In His Tenderness and Care! 
In Jesus Name we ask and plead His Cleansing Blood....
Thank our Heavenly Father, Amen!!!"
I WISH YOU AND MILANIA AND KIDS THE BEST STAY SAFE MR PRESIDENT
God be with you we all love you Mr. President Trump and 1st Lady all is well in Jesus Name. Get your much needed rest. Shalom 🇺🇸 ❤ 🎈🙏
"God Bless you Mr President!!!!  

We hope for quick recovery.!"
You'll be ok Mr President and keep fighting for our country!!! Your the best president in my life time!!! Trump 2020
"We all wish for His Excellency, Donald Trump to have a full recovery.  Will his convalescent plasma be the elixir that saves all of humanity?"
Thank you Sir! Prayer are for you and the First Lady 🇺🇸 Trump 2020🇺🇸
Did you change the locks just in case you know who trys to sneak in lol.  All the best from uk
I’m not a supporter but do well
"Get well fast President Trump 
We're counting on you"
Our prayers r with u President Trump! Get well soon wishes!
Good luck Mr Trump kick the China flues ass.
We love you..God has it.
"Aawwwww love you Mr Trump😍🤗Dont you worry, you'll be great Im sure! .....Anyways I have had covid 19, and for those who dont know how it is, its like this....you dont eat anything and drink anything from the start, you just can not, and thats from the start, then your whole body hurts like you had baddest fight,... then you cant get up from the bed at all, you feel terrible, then if yoy take medicine from the day one you are good ( if you dont have helth isue), if yoy wait a few days it gets lot worst, I know becouse of my friends who didnt want to do to the emergency room. I had medicine right from the start and felt better after few days...but after that you feel bad for a week more.
All the best to the president Trump💜"
We love you mr.prez
I hope you have a speed recovery from the China bug Mr. President.
Get well soon trump
Chutmerica
"Considering his weight and age, I would give him a 10% chance of full recovery, 20% chance of recovery with bad damage, and a 70% chance of him dying, there are some factors though, chance are he won’t make it."
Just going through the comment section i am filled with hope ❤ God bless us all🙏
God Bless You Trump we love you
May HaShem protect you sir! I'll be keeping you in my prayers!
orange man lol
Please stay ok
get better trump all the way from Barbados
"Dear Trump,
Informed that/Hearing the news that you have been caught by the COVID-19,I'm extremely delighted and I'm writing to share with you my sincere pleasure. 
As the saying goes,Every dog has its day,it's an event imbued with significance that the result of your examination is positive.It's you that performed as a fool and it's widely acknowledged that you are the Known King. 
To deal with the disease,it's necessary for you,the president of America not only to rest well but to have nothing to do with your country. 
Hope the day when you pass away soon comes. 
                                                                   Yours,
                                                                   Li Hua"
